wallet,n_trades,n_eff,n_markets,total_stake,total_profit,edge_per_share,edge_se,t_stat,roi,avg_price,first_ts,last_ts,luck_expected_max,luck_threshold,t_needed,clears_luck
0xa6a856a8c8a7f14fd9be6ae11c367c7cbb755009,42,4.6,10,24154.261132949607,11016.372292050395,0.2827139035775673,0.12428218597534159,2.2747741469051697,0.4560840106602394,0.6198724291349375,1771892566.0,1772157492.0,0.25928219509025663,0.2767981857549814,3.6954900664036154,False
0x38e59b36aae31b164200d0cad7c3fe5e0ee795e7,379,3.1,24,10733.490733001378,11141.26468799862,0.21129755322210175,0.11257498120135674,1.8769494870637848,1.0379908051481792,0.20356399322047733,1786089949.0,1786674216.0,0.07159584409914267,0.0764325515963047,3.6954900664036154,False
0xecaa8806a9a05049d7d5260a33dc924220e377a9,537,5.6,13,120102.59677581927,30439.587597180736,0.11794742854340942,0.11940756478265131,0.9877718280085548,0.25344653999445627,0.46537399384497147,1784920059.0,1787118034.0,0.07451100948816106,0.07954465302916675,3.6954900664036154,False
0xfe911a4e80ee71b47cd1ee690733ac4062e970ff,844,19.7,87,268569.61464261,38320.19050938997,0.11245426264356227,0.03697199455829551,3.041606599455982,0.14268252408368412,0.7881432107102843,1732176996.0,1736115751.0,0.04868935640792233,0.05197860005234515,3.6954900664036154,False
0x364c0e95e6126e28907b91aff028d5f0caa2e701,369,2.8,12,196.96036099173733,96.00513900826266,0.10646704716780085,0.1605741555592014,0.6630397450762117,0.48743380914238965,0.21842359961678323,1734772732.0,1745401041.0,0.07445670453780073,0.07948667946977127,3.6954900664036154,False
0x17525891a4ed52520ad75dac8ed5f32a58be7993,384,13.1,102,48673.902655243306,5372.286998756698,0.09610827476715579,0.049193028354067365,1.9536970579533226,0.11037304809537352,0.8707585450037448,1752946124.0,1753399736.0,0.059260549525747955,0.06326393754056372,3.6954900664036154,False
0xecdbd79566a25693b9971c48d7de84bc05f7da79,536,6.4,27,251491.8960129055,27433.098181094505,0.07781231700188314,0.06159152773323662,1.263360722904967,0.10908144006233408,0.713341490151007,1729331316.0,1769445011.0,0.06761300865926896,0.07218065291296501,3.6954900664036154,False
0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,276,7.9,48,54037.42166823796,11555.792249762031,0.07505518127284563,0.049593722862572756,1.5134008285852656,0.21384795745268279,0.35097450621875953,1749146006.0,1770154236.0,0.09944790022035616,0.10616617291655833,3.6954900664036154,False
0x4e25605fd905e9972efc0f4d8814530c655cd7a7,247,2.5,10,90599.29437609327,10518.774643906736,0.0700112219139884,0.07722947749728903,0.9065349680301279,0.11610216962884382,0.603013898343164,1776399636.0,1781282068.0,0.10776663700428116,0.11504688780236885,3.6954900664036154,False
0x2370d48501dbbe1974b6cf228e77d459f4870e10,484,6.2,70,58158.07418782694,7336.611551173053,0.06788027508826054,0.09697900778361246,0.6999481293902347,0.12614949263070127,0.538093920734013,1735916531.0,1741796155.0,0.07844489675711637,0.0837442968135477,3.6954900664036154,False
0x68146921df11eab44296dc4e58025ca84741a9e7,100,4.0,28,24084.529082068613,5371.821035931391,0.06540071132602884,0.11355054071087002,0.5759612496479124,0.2230403184395585,0.2932237175035765,1777786454.0,1778137291.0,0.15758759445219084,0.168233534997164,3.6954900664036154,False
0x3585486d9e99f6509eaf034b5ca65876cc251595,1590,30.8,45,3046.2363929996054,431.13120000039424,0.057622344698047466,0.06024886947315884,0.9564054097930998,0.1415291344398465,0.40714122167219524,1741607157.0,1742860536.0,0.0426511845869303,0.04553251529613717,3.6954900664036154,False
0x2ff0e36eb9632a47c3eb75224bba1f141a6346e3,1350,12.9,26,650349.9353578406,60408.31700615928,0.05163016134613199,0.0778718781049237,0.66301420490419,0.09288586608826362,0.5558451842078006,1741309591.0,1741745894.0,0.04681216442996586,0.04997459305282371,3.6954900664036154,False
0x6f72fea92844c87b9d6683c415e7caef70ee83ad,775,4.3,32,515115.4293624485,51346.90152355148,0.047731999933729945,0.0673997267243776,0.7081927813880275,0.0996803795745409,0.4788505033534307,1736763037.0,1738865143.0,0.0621171868055225,0.06631355695668442,3.6954900664036154,False
0xf5201f998333d228dafba270d01d8ff82b2c0637,511,13.3,28,93853.66117605541,11439.15648394458,0.047639921699462386,0.054098277825260076,0.8806180827667291,0.12188290089702986,0.3908663261937779,1753561626.0,1753765771.0,0.07472079386956795,0.07976860954169529,3.6954900664036154,False
0x20322d5ab3ce70a98ef4c484c62a94147217d577,295,15.6,52,45421.06553500408,3788.463013995908,0.047068183600264775,0.04967583983714544,0.9475065495534758,0.08340762087750453,0.5643151441687904,1755695255.0,1769132718.0,0.09993498959806883,0.10668616795904268,3.6954900664036154,False
0xf0b0ef1d6320c6be896b4c9c54dd74407e7f8cab,22,8.0,10,231.7478449991601,20.231358000839887,0.04174777919114319,0.044187965883131244,0.9447771210278861,0.0872990124284142,0.4782159388730389,1780262353.0,1780291263.0,0.3686613271284381,0.39356650182498404,3.6954900664036154,False
0xefbb527efbc02e1a8e4d8884aba099e18a1d65e8,94,1.9,10,968.639463000768,101.80747699923195,0.04103108747477619,0.08853048373198953,0.4634684658336511,0.10510358176389023,0.3903871474803819,1743402277.0,1772296425.0,0.17417763159914956,0.18594432374718753,3.6954900664036154,False
0x4fadc974fb701b133055866022c89c5e0f7a1480,304,13.3,50,7082.212818012824,444.0882939871745,0.03890995901559558,0.033290793176493416,1.1687903862581999,0.06270473726201578,0.6205266254925496,1762870669.0,1777389454.0,0.09634198010168979,0.10285043018440707,3.6954900664036154,False
0x571080e37b2d37f65830e8795e38e3ca9a28ce1d,1181,14.9,133,117105.31247599903,4411.188810000964,0.03414853723614414,0.053165820161337744,0.6423024629831066,0.03766856273839025,0.906552699483311,1729239344.0,1731398101.0,0.029318142657794283,0.03129875036177577,3.6954900664036154,False
0x2b064e1415c2fd4239c16e5ccf1d2730bab91dad,787,32.5,52,144206.20225635744,7101.483887642539,0.03276124691655065,0.026833519517889856,1.2209075628230128,0.04924534296394637,0.6652658900261066,1745531309.0,1752685126.0,0.05822932313390508,0.06216304592606086,3.6954900664036154,False
0x026985b67ade7ba199698b9d7d0451a22214cb2d,1664,26.3,85,788825.476311271,49482.38194272922,0.026658551167870744,0.042055149905459485,0.633895045619847,0.06272918843103319,0.42497841650191526,1738194914.0,1738791692.0,0.041949843397208565,0.04478379451011236,3.6954900664036154,False
0x94746ed6c69bdd5d5711b18d781d3978ef705091,43,28.7,33,687.0649500000884,18.78299899991161,0.02661054555237024,0.009715323469636043,2.739028261440597,0.02733802532047253,0.9733894544476297,1784358039.0,1786568493.0,0.08496058116979381,0.0907001528597113,3.6954900664036154,False
0xf8ba34bf0e95d952d05b578bfbc0833f9242a286,218,7.7,43,31313.89590698643,1135.3132380135737,0.025365411678791458,0.14192858496214036,0.17871954184252392,0.036255892316493094,0.6996217734035064,1731618058.0,1732088041.0,0.10747788977994858,0.11473863405664127,3.6954900664036154,False
0x415c3009ba582ee5d126ec7460fb2b64a0ba3c94,545,24.1,158,3678.132564003813,237.13612899618641,0.023374361392016353,0.044738246364504415,0.5224693252742626,0.0644718820949871,0.362551249203159,1745255448.0,1759840202.0,0.07128375743907119,0.07609938170287624,3.6954900664036154,False
0x1e82e3eb816aaf755ac9b44bc9d98f01b08aaf92,92,11.6,42,14968.369892992923,410.32994900707877,0.0229763837396051,0.08341459334033059,0.2754480099886325,0.027413135293988474,0.8381523489815365,1778784986.0,1779021093.0,0.1329236519645593,0.14190340256456427,3.6954900664036154,False
0x93b4ad1fc1181bf2f672a152e34276ca393bcbfd,585,7.6,93,48238.880971015125,1237.157491984872,0.020535483129678126,0.041660843690378875,0.4929204814548817,0.02564647991582209,0.8007135169068236,1738344066.0,1739196680.0,0.05717169434402915,0.06103396828099546,3.6954900664036154,False
0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,612,10.1,106,70400.90326891141,2546.1328030885984,0.02002379628961954,0.05501557708793807,0.363965941093612,0.03616619510353576,0.5536605725953717,1737946933.0,1745025581.0,0.06956010172100134,0.07425928321303643,3.6954900664036154,False
0xaaec89fcb2ff14b335ddd738edf355ac07038dc8,251,9.2,38,17622.084951015484,775.3292739845143,0.020006378004716555,0.04114792675895953,0.4862062218082562,0.04399759030442283,0.45471531204983817,1748994500.0,1753396750.0,0.10879929336391206,0.1161493059871373,3.6954900664036154,False
0x4f2ba33b080882c0f6b296f48cfd07b6c326f448,104,14.0,38,20165.996471909424,495.1040380905773,0.019498086669013367,0.05887768768220875,0.3311625751040689,0.024551429371726864,0.7941731772027549,1748830275.0,1749350493.0,0.1372376957827559,0.1465088846406808,3.6954900664036154,False
0x684bc3eb000bff0979d14b60cc74861736150601,1171,6.6,54,196509.73624330977,7599.795702690219,0.019397682881362704,0.04875270881966414,0.39787907894748104,0.03867388887683653,0.5015705284549445,1732176146.0,1740935769.0,0.05057907808574761,0.05399598320440391,3.6954900664036154,False
0x325f64edd42ac179213e12bc2a8c4f00764dd8ac,1026,24.0,50,103812.29235897431,4211.262265025666,0.01928773684387287,0.025471907588308015,0.7572160340565238,0.04056612342653479,0.4754641364438716,1750796203.0,1751341433.0,0.05397023263705112,0.05761622958147893,3.6954900664036154,False
0x0c36bdedfbe0282ad9583bb30e4d2f0683d074df,421,11.9,24,12095.945139002763,256.99090299723844,0.017702361481670613,0.04389079342533654,0.40332744295872514,0.02124603741534709,0.8332076770646792,1767898132.0,1778317259.0,0.0628934048714145,0.06714221297880099,3.6954900664036154,False
0xdeb685282cc10b004960152eee8b01b8f08c8f5d,565,12.2,35,25029.813480010096,855.1722639899072,0.016970037193337003,0.035764067443757507,0.4744996418548882,0.03416614609105598,0.4966915831861827,1750768667.0,1751454005.0,0.07281448257364109,0.07773351604824079,3.6954900664036154,False
0x4c0340f93e3c590118fc6e35215d51ce7dc80cc1,584,14.6,28,141339.72388457114,4736.145974428889,0.016023712018367067,0.0326402395381676,0.490918946830334,0.03350895165393693,0.47819198236494104,1772359353.0,1779863178.0,0.07155361669996477,0.07638747149553833,3.6954900664036154,False
0xceae15533f441b29685bb41dd8d25835760c7a2d,199,30.5,42,7006.702060000913,114.667939999087,0.015001647110111347,0.04816461095954247,0.3114661742562916,0.01636546538116565,0.916664864744765,1767423233.0,1775079835.0,0.0678225823514827,0.07240438450304408,3.6954900664036154,False
0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,30,6.7,19,4646.230768989768,85.46508901023226,0.014957934607346799,0.0416335099544192,0.35927632870067644,0.01839449938230575,0.8131743243708665,1774215407.0,1774449779.0,0.2463377537174942,0.262979273560316,3.6954900664036154,False
0xc6208602d8a6295983ebfe0b0aeb51ce92a82da3,2519,9.5,25,1270912.6187406352,33544.13858436477,0.014773427684657309,0.04018728386301134,0.3676144855924159,0.026393741072147134,0.5597322351641714,1731934920.0,1734387955.0,0.034238601302876294,0.03655161404401592,3.6954900664036154,False
0xf9b6943d8cce124603a8c7ef8a02191a487761ce,976,8.3,39,1166562.3662376753,28419.96591532432,0.01293443860742043,0.04321156283479105,0.29932818345108514,0.024362148769621835,0.5309235539825992,1737739636.0,1743987485.0,0.05529608644210335,0.05903165237087271,3.6954900664036154,False
0x8e8d8163c34d90ce063c7438637a0e5c3ffa5a27,119,2.1,12,44416.40135614625,1181.5215678537536,0.012901137226056396,0.08695364173434021,0.14836799205571866,0.02660101970846085,0.4849865669605514,1780542676.0,1786581235.0,0.1585923181914368,0.16930613355377305,3.6954900664036154,False
0x6993b4f5d7427a7aadaa8046ed049f6de508c79a,85,25.8,63,4316.72138,54.282620000000044,0.012407359577091298,0.0056409883146395145,2.1995010244732596,0.012574964937857548,0.9866715047243062,1771605392.0,1777014588.0,0.043057507511146176,0.045966287650673364,3.6954900664036154,False
0x76bc5994bf0a12d08a791b897d1fe1affea7205b,376,22.1,46,21361.94071697766,504.1274830223434,0.011713474458352217,0.026579935992076788,0.44068858788237436,0.02359932974730531,0.49634776003287634,1756136889.0,1756425549.0,0.08925776137328204,0.09528763208779216,3.6954900664036154,False
