wallet,n_trades,n_eff,n_markets,total_stake,total_profit,edge_per_share,edge_se,t_stat,roi,avg_price,first_ts,last_ts,luck_expected_max,luck_threshold,t_needed,clears_luck
0x0000000000000000000000000000000000000382,87,45.3,78,4179.722752741692,2840.6292068648427,0.2522586656776578,0.06692065185458373,3.769518955460972,0.679621442594854,0.3711752600308081,18.399740846781214,931.5186954171721,0.19504515334391379,0.20502199045994565,3.958273065890988,False
0x0000000000000000000000000000000000000145,104,43.5,90,4425.303060641997,3322.8652004283276,0.2500385565947037,0.06515970190287923,3.8373189148008544,0.7508785624156249,0.3329946666612954,1.5316389067285088,898.1470896116158,0.17402317628952066,0.18292470936783145,3.958273065890988,False
0x000000000000000000000000000000000000021f,215,82.2,166,10287.080363788446,6312.666286954705,0.22279206539173566,0.0471308612699175,4.727095142942751,0.6136499437854033,0.3630605162568829,3.777219603388115,982.0545787191895,0.12349797454825609,0.12981507166707176,3.958273065890988,True
0x00000000000000000000000000000000000000b0,124,55.3,102,5616.735800599729,3494.934536277989,0.22178383230385584,0.058640984061717055,3.7820619120313212,0.6222358786939589,0.35643047901604247,1.504146752772411,955.6114590224687,0.1619626139177392,0.17024723207020795,3.958273065890988,False
0x0000000000000000000000000000000000000124,195,88.0,158,8505.537342989535,4903.242811302759,0.20762751174818264,0.04605083216729624,4.508659278813918,0.576476548579747,0.3601664495454501,2.0011388434248643,922.6364186840493,0.12945186000575795,0.1360735068372869,3.958273065890988,True
0x0000000000000000000000000000000000000444,91,39.4,82,5752.082855050512,2747.7453335765704,0.20754834509354592,0.08209485653274495,2.528152844883305,0.4776957152423426,0.4344781384280438,7.37471709452485,962.3883296402835,0.19567188831437324,0.20568078381590196,3.958273065890988,False
0x00000000000000000000000000000000000002d2,68,35.3,63,2290.294826946932,1678.2426276695505,0.20723304899400832,0.07541326119165852,2.7479656193005275,0.7327627028292794,0.2828105854649236,33.78716151511829,853.6019360969709,0.20566044832954192,0.21618027288819686,3.958273065890988,False
0x00000000000000000000000000000000000003dc,105,60.4,93,4245.520610952167,2542.358847542933,0.20491490460451695,0.058329574041590115,3.513053334804205,0.5988332363725691,0.3421902662680991,1.0100293533645879,967.4855062582554,0.17435314786366804,0.1832715594575007,3.958273065890988,False
0x00000000000000000000000000000000000000a5,222,91.5,171,9724.597354774953,5793.088408938366,0.19807740706831742,0.04412656263419548,4.488847425310648,0.59571498927859,0.33250364794108817,9.679428824883011,994.9864688317216,0.11906569104880234,0.1251560705600897,3.958273065890988,True
0x0000000000000000000000000000000000000270,149,60.9,122,7312.322912169519,4122.8865249399505,0.19762419292359032,0.058209052049783286,3.3950766412511277,0.5638271961538301,0.3505048963081094,2.42371600349372,959.3667804947022,0.1471913605768347,0.15472040810344947,3.958273065890988,False
0x00000000000000000000000000000000000002ba,194,47.1,160,9045.826351449618,5443.02081174749,0.1927086716430261,0.05705725656950078,3.377461224555897,0.6017162612098155,0.32026502201480234,1.339195530301504,970.04756536133,0.12614329403061864,0.13259570300488382,3.958273065890988,False
0x000000000000000000000000000000000000041d,164,44.6,136,10876.638859838302,4457.190636415884,0.19095145243454364,0.07062110182664451,2.703886621640048,0.4097948542609005,0.4659683996738823,1.9185118483153256,990.1073623025111,0.14668315936255083,0.15418621167395438,3.958273065890988,False
0x0000000000000000000000000000000000000080,290,106.1,213,13445.80425387429,7205.6434129642785,0.1906156215251653,0.04068368117492472,4.685309097413996,0.5359027453406542,0.3556906979530358,4.079155118196474,964.306415457804,0.10585830218465063,0.11127310496323448,3.958273065890988,True
